name;rating;review_count;category;lat;lon;address;phone;category_source
La Maison Favart;48;23;Hotels;48870819;2337311;5 rue de Marivaux 75002 Paris France;+33 1 42 97 59 83;hotels
Hôtel Signature;48;11;Hotels;48852194;2326065;5 rue Chomel 75007 Paris France;+33 1 45 48 35 53;hotels
Hotel Madison;48;19;Hotels & Travel;4885325;23344299;143 boulevard Saint-Germain 75006 Paris France;+33 1 40 51 60 00;hotels
Villa Saxe Eiffel;48;9;Hotels;48849676;23097107;9 Villa de Saxe 75007 Paris France;+33 1 47 83 86 90;hotels
Relais Christine;48;26;Hotels;488543934;23401563;3 rue Christine 75006 Paris 06 France;+33 1 40 51 60 80;hotels
Caron de Beaumarchais;48;28;Hotels;4885646;2356817;12 rue Vieille du Temple 75004 Paris France;+33 1 42 72 34 12;hotels
Hotel Henri IV Rive Gauche;48;8;Hotels;4885194;234615;9-11 rue St Jacques 75005 Paris France;+33 1 46 33 20 20;hotels
Hôtel Square Louvois;48;16;Hotels;48868451;2336911;12 rue de Louvois 75002 Paris France;+33 1 86 95 02 02;hotels
Hôtel d'Aubusson;47;26;Hotels;48854739;2339528;33 rue Dauphine 75006 Paris France;+33 1 43 29 43 43;hotels
Grand Hôtel du Palais Royal;47;25;Hotels, Restaurants, Beauty & Spas;488631096;233779;4 rue de Valois 75001 Paris France;+33 1 42 96 15 35;hotels
La Chambre du Marais;47;14;Hotels;48863619;2360799;87 rue des Archives 75003 Paris France;+33 1 44 78 08 00;hotels
Hôtel B Montmartre;47;22;Hotels;48883679;23257949;6 rue Lécluse 75017 Paris France;+33 1 42 93 35 77;hotels
Hotel de Londres Eiffel;47;27;Hotels;4885811;230145;1 Rue Augereau 75007 Paris France;+33 1 45 51 63 02;hotels
La Villa Saint Germain des Prés;47;18;Hotels;4885536;2334105;29 rue Jacob 75006 Paris France;+33 1 43 26 60 00;hotels
Hôtel Atlantic;47;9;Hotels;4887812;232635;Gare Saint-Lazare 44 rue de Londres 75008 Paris France;+33 1 43 87 45 40;hotels
Hotel Providence;47;20;Hotels;4886928;235657;90 rue René Boulanger 75010 Paris France;+33 1 46 34 34 04;hotels
Le Relais du Louvre;46;11;Hotels;48859234;2341002;19 rue des Prêtres-Saint-Germain 75001 Paris France;+33 1 40 41 96 42;hotels
Hôtel des Grands Boulevards;46;8;Hotels;4887101;234493;17 boulevard Poissonnière 75002 Paris France;+33 1 85 73 33 33;hotels
Hôtel Relais Saint Germain;46;18;Hotels;48851896;2338944;9 carrefour de l'Odéon 75006 Paris France;+33 1 44 27 07 97;hotels
Hotel Diana;46;12;Hotels;4,88498E+14;2,34524E+14;73 rue St Jacques 75005 Paris France;+33 1 43 54 92 55;hotels
Maison Breguet;46;12;Hotels;48856497;2372022;8 rue Bréguet 75011 Paris France;+33 1 58 30 32 31;hotels
Hôtel le Régent;46;7;Hotels;4,88538E+13;2,33869E+14;61 rue Dauphine 75006 Paris France;+33 1 46 34 59 80;hotels
Hôtel de Varenne;46;21;Hotels;488570832;23173252;44 rue Bourgogne 75007 Paris France;+33 1 45 51 45 55;hotels
Hôtel de Crillon;45;22;Hotels;4,88673E+14;2,32111E+14;10 place de la Concorde 75008 Paris France;+33 1 44 71 15 00;hotels
Hôtel Plaza Athénée;45;60;Hotels;48866253;230411;25 avenue Montaigne 75008 Paris France;+33 1 53 67 66 65;hotels
Hôtel Monte Cristo;50;3;Hotels;4883797;23493;20-22 rue Pascal 75005 Paris France;+33 1 40 09 09 09;hotels
Les Jardins de Mademoiselle;50;3;Hotels;4884364;229472;15 rue Mademoiselle 75015 Paris France;+33 1 56 23 91 00;hotels
Hôtel COQ;45;8;Hotels, Breakfast & Brunch;4883293;235729;15 rue Edouard Manet 75013 Paris France;+33 1 45 86 35 99;hotels
Park Hyatt Paris-Vendome;45;159;Hotels, Venues & Event Spaces;4886881;233058;5 rue de la Paix 75002 Paris France;+33 1 58 71 12 34;hotels
Four Seasons Hôtel George V;45;130;Hotels;48868864;2300683;31 avenue George V 75008 Paris France;+33 1 49 52 70 00;hotels
Hyatt Paris Madeleine;45;50;Hotels, Venues & Event Spaces;48872888;2321526;24 boulevard Malesherbes 75008 Paris France;+33 1 55 27 12 34;hotels
Shangri-La Hotel, Paris;45;60;Hotels, Restaurants;488634592;22936984;10 avenue d'Iéna 75116 Paris France;+33 1 53 67 19 98;hotels
Hôtel Le 123 Sebastopol;44;38;Hotels;488676984;2352763;123 bd Sebastopol 75002 Paris France;+33 1 40 39 61 23;hotels
Hôtel Thérèse;44;16;Hotels;48865897;2336054;5/7 rue Thérèse 75001 Paris France;+33 1 42 96 10 01;hotels
L'hôtel des Arts Montmartre;44;28;Hotels;488862;233524;5 rue Tholozé 75018 Paris France;+33 1 46 06 30 52;hotels
Hotel Des Grandes Ecoles;44;22;Hotels;4884507;234981;75 Rue Card Lemoine 75005 Paris France;+33 1 43 26 79 23;hotels
Les Bains Paris;44;20;Hotels;488639183;2352;7 rue du Bourg-l'Abbé 75003 Paris France;+33 1 42 77 07 07;hotels
Hôtel Littré;44;31;Hotels;48846284;2323937;9 rue Littré 75006 Paris France;+33 1 53 63 07 07;hotels
Millésime Hotel;44;13;Hotels;4885508;233506;15 rue Jacob 75006 Paris France;+33 1 44 07 97 97;hotels
Hôtel du Pas de Calais;44;8;Hotels;48854;233013;59 Rue Saints Pères 75006 Paris France;+33 1 45 48 78 74;hotels
Hôtel de la Bretonnerie;44;11;Hotels;488582602;235604;22 rue Sainte Croix de la Bretonnerie 75004 Paris 04 France;+33 1 42 76 91 37;hotels
Hôtel Abbatial;44;22;Hotels;4884973;235077;44 boulevard Saint-Germain 75005 Paris France;+33 1 46 34 02 12;hotels
Hôtel Marignan Champs Elysées;49;10;Hotels;48868535;2306546;12 rue de Marignan 75008 Paris France;+33 1 40 76 34 56;hotels
Hotel Seven Paris;47;15;Hotels;4883898;234566;20 rue Berthollet 75005 Paris France;+33 1 43 31 47 52;hotels
Maison Souquet;47;23;Hotels;4,88835E+14;2,33143E+14;10 rue de Bruxelles 75009 Paris France;+33 1 48 78 55 55;hotels
Hôtel Parc Saint-Séverin;46;11;Hotels;48851852;2344824;22 rue de la Parcheminerie 75005 Paris France;+33 1 43 54 32 17;hotels
Hôtel Saint-Paul Rive Gauche;46;18;Hotels;488496;234011;43 Rue Monsieur Le Prince 75006 Paris France;+33 1 43 26 98 64;hotels
Hotel Da Vinci;45;16;Hotels;4885658358;2331847;25 rue de Saints Peres 75006 Paris France;+33 1 55 35 41 88;hotels
Môm'Art;48;4;Hotels;488837029;2342654;42 rue d'Orsel 75018 Paris France;+33 1 82 52 26 26;hotels
Hôtel Cambon;45;8;Hotels;4886667;232558;5 Rue Cambon 75001 Paris France;+33 1 42 61 55 77;hotels
Courtyard by Marriott Paris Porte de Versailles;45;6;Hotels;48829732;22841318;5 rue Ernest Renan 92130 Issy-les-Moulineaux France;+33 1 85 74 64 54;hotels
Le Bristol Paris;45;41;Hotels;48871695;2314796;112 rue du Faubourg Saint-Honoré 75008 Paris France;+33 1 53 43 43 00;hotels
Hôtel Scribe Paris;45;29;Hotels;488706093;232985;1 rue Scribe 75009 75009 Paris France;+33 1 44 71 24 24;hotels
The Peninsula Paris;45;48;Hotels;4887101;229332;19 avenue Kléber 75116 Paris France;+33 1 58 12 28 88;hotels
Le Cinq Codet;45;21;Hotels;4885499;230835;5 rue Louis Codet 75007 Paris France;+33 1 53 85 15 60;hotels
Hotel Josephine;45;13;Hotels;4888216;23317919;67 rue Blanche 75009 Paris France;+33 1 55 31 90 75;hotels
Hôtel Niepce Paris Curio Collection by Hilton;45;20;Hotels;4883486;231818;4 rue Niépce 75014 Paris France;+33 1 83 75 69 20;hotels
Hôtel Golden Tulip Opéra de Noailles;44;7;Hotels;48869608;23346688;9 Rue de la Michodière 75002 Paris France;+33 1 47 42 92 90;hotels
Mandarin Oriental;44;38;Hotels;4886707;232723;251 rue Saint-Honoré 75001 Paris France;+33 1 70 98 78 88;hotels
Hôtel de Seine;44;5;Hotels;4885438;233679;52 rue Seine 75006 Paris France;+33 1 46 34 22 80;hotels
Hôtel Duo;44;23;Hotels;4885796;2353;11 rue du Temple 75004 Paris France;+33 1 42 72 72 22;hotels
Lyric Hotel;44;16;Hotels;488690147;23367811;2 rue de Gramont 75002 Paris France;+33 1 83 73 58 00;hotels
L'Hôtel;43;29;Hotels;48856233;2335175;13 rue des Beaux Arts 75006 Paris France;+33 1 44 41 99 00;hotels
Renaissance Paris Republique Hotel;43;62;Hotels, Venues & Event Spaces;48868514;2,36091E+14;40 rue René Boulanger 75010 Paris France;+33 1 71 18 20 95;hotels
Hôtel Regina Louvre Paris;43;42;Hotels;4886381;233248;2 place des Pyramides 75001 Paris France;+33 1 42 60 31 10;hotels
Le Meurice;43;69;Hotels;48865335;2328136;228 rue de Rivoli 75001 Paris France;+33 1 44 58 10 10;hotels
Hotel Georgette;43;15;Hotels;488629;235336;36 rue de Grenier Saint Lazare 75003 Paris France;+33 1 44 61 10 10;hotels
Ritz Paris;43;62;Hotels;48868108;2328892;15 place Vendôme 75001 Paris France;+33 1 43 16 30 30;hotels
Hôtel Indigo Paris - Opera;43;15;Hotels;4,88707E+14;2,32932E+13;2 rue Edouard VII 75009 Paris-9E-Arrondissement France;+33 1 44 80 00 32;hotels
Hotel Dauphine Saint-Germain;43;19;Hotels;488544792;2339028;36 rue Dauphine 75006 Paris France;+33 1 43 26 74 34;hotels
Hôtel Britannique;43;28;Hotels;48858274;2346382;20 avenue Victoria 75001 Paris France;+33 1 42 33 74 59;hotels
Hôtel Waldorf Montparnasse;50;2;Hotels;48842519;2323611;17 rue du Départ 75014 Paris France;+33 1 43 20 64 79;hotels
Hôtel d'Angleterre;43;8;Hotels;48855808;2333056;44 Rue Jacob 75006 Paris France;+33 1 42 60 34 72;hotels
Les Tournelles;42;5;Hotels;4885696;236455;30 rue de Turenne 75003 Paris France;+33 1 42 72 73 47;hotels
La Comtesse;42;28;Hotels;48853865;2307136;29 avenue de Tourville 75007 Paris France;+33 1 45 51 29 29;hotels
Hôtel Duquesne Eiffel;42;28;Hotels;48852656;2309079;23 avenue Duquesne 75007 Paris France;+33 1 44 42 09 09;hotels
Hôtel Whistler;42;6;Hotels;488793;235598;36 rue de Saint-Quentin 75010 Paris France;+33 1 53 20 09 09;hotels
Hôtel St André des Arts;42;12;Hotels;4885356;233901;66 Rue St André Des Arts 75006 Paris France;+33 1 46 34 70 02;hotels
Le Pavillon de la Reine;41;21;Hotels;48856283;2365985;28 place des Vosges 75003 Paris France;+33 1 40 29 19 19;hotels
Hôtel d'Orsay;41;14;Hotels;48860385;2323068;93 rue de Lille 75007 Paris France;+33 1 47 05 85 54;hotels
Maison Astor Paris, Curio Collection by Hilton;41;39;Hotels;488728399;231938;11 rue d'Astorg 75008 Paris France;+33 1 53 05 05 05;hotels
Hôtel Saint Christophe;41;12;Hotels;4884368;235276;17 Rue Lacépède 75005 Paris France;+33 1 43 31 81 54;hotels
Hôtel Notre-Dame;41;18;Hotels;48853031;2346574;1 quai Saint-Michel 75005 Paris France;+33 1 43 54 20 43;hotels
Le Lapin Blanc;40;28;Hotels;4,88492E+14;2,34221E+14;41 boulevard Saint-Michel 75005 Paris France;+33 1 53 10 27 77;hotels
Hôtel de Sully;50;1;Hotels;4884863;234804;31 rue Ecoles 75005 Paris France;+33 1 40 51 71 88;hotels
Hôtel des Deux-Iles;40;6;Hotels;4885235;23549699;59 rue Saint-Louis en l'Ile 75004 Paris France;+33 1 43 26 13 35;hotels
Hotel la Perle;40;13;Hotels;4885213;233366;14 rue des Canettes 75006 Paris France;+33 1 43 29 10 10;hotels
Hôtel de Lille;43;4;Hotels;48858568;2329914;40 rue de Lille 75007 Paris France;+33 1 42 61 29 09;hotels
Le Relais des Halles;43;4;Hotels;48863226;23489151;26 rue Pierre Lescot 75001 Paris France;+33 1 44 82 64 00;hotels
Hôtel de Lutèce;40;10;Hotels;488525479;23548576;65 rue Saint Louis en l'Ile 75004 Paris France;+33 1 43 26 23 52;hotels
Au Manoir;40;6;Hotels;48853688;23322667;153 bd St-Germain-des-Prés 75006 Paris France;+33 1 42 22 21 65;hotels
Hôtel Montalembert;40;26;Hotels;4,88568E+14;2,32807E+14;3 rue de Montalembert 75007 Paris France;+33 1 45 49 68 68;hotels
Hk Vintage;50;5;Used, Vintage & Consignment;4888111;229999;1 rue Théodore de Banville 75017 Paris France;+33 1 40 53 00 34;shopping
La Maison Ivre;49;20;Linens, Home Decor, Tableware;48855769;2333643;38 rue Jacob 75006 Paris France;+33 1 42 60 01 85;shopping
Petsochic;48;6;Pet Stores, Accessories;4885553;233993;16 rue Dauphine 75006 Paris France;+33 1 42 03 09 70;shopping
Anoki;48;21;Accessories;4888417;234205;3 rue Tardieu 75018 Paris France;+33 1 71 37 95 18;shopping
Yves Saint Laurent;47;27;Men's Clothing, Women's Clothing;4886816;232391;38 Rue Fbg St Honoré 75008 Paris France;+33 1 42 65 74 59;shopping
Nina Kendosa;47;10;Women's Clothing, Accessories;4885202;235595;43 rue saint-Louis-en-l'île 75004 Paris France;+33 1 43 26 59 86;shopping
Fauré le Page;47;26;Accessories, Leather Goods;4886756;23263;21 rue Cambon 75001 Paris France;+33 1 49 27 99 36;shopping
La Tuile à Loup;47;6;Arts & Crafts, Tableware, Home Decor;488403;235119;35 rue Daubenton 75005 Paris France;+33 1 47 07 28 90;shopping
Les Drapeaux de France;46;5;Hobby Shops, Antiques;488636794;23365937;Place Colette Boutique Noxa 75001 Paris France;+33 1 40 20 00 11;shopping
78isl;46;9;Accessories, Women's Clothing, Leather Goods;4885258;23546;78 rue Saint-Louis en l'ile 75004 Paris France;+33 1 40 46 06 36;shopping
Monoprix;46;9;Grocery;4,88707E+14;2,30609E+14;107 rue la Boétie 75008 Paris France;+33 1 53 77 65 65;shopping
Chez Nana;45;24;Jewelry;4887267;235012;19 rue d'Hauteville 75010 Paris France;+33 1 77 10 11 09;shopping
& Other Stories;45;13;Fashion;488680191;232406;277 rue Saint-Honoré 75008 Paris France;+33 1 53 32 85 05;shopping
Galleries Gourmandes;45;6;Grocery;4,88789E+14;2,28255E+14;Palais des Congres Place de la Porte Maillot 75017 Paris France;;shopping
So We Are;45;13;Accessories, Women's Clothing;488531984;23767498;40 rue de Charonne 75011 Paris France;+33 9 82 37 63 91;shopping
Ysasu;44;7;Shoe Stores;488854806;23453757;19 rue André del Sarte 75018 Paris France;+33 1 42 52 10 44;shopping
Sneakersnstuff;44;7;Accessories, Shoe Stores, Women's Clothing;4886757;234584;95 rue Réaumur 75002 Paris France;+33 1 44 82 95 41;shopping
LIDL;44;5;Grocery, Discount Store;48822964;232776;88-94 boulevard Jourdan 75014 Paris France;;shopping
Monoprix;44;33;Department Stores;4,88543E+13;2,36333E+13;71 rue Saint-Antoine 75004 Paris France;+33 1 42 74 13 73;shopping
Monsieur;44;8;Jewelry;4886334;236302;53 rue Charlot 75003 Paris France;+33 1 42 71 12 65;shopping
Blue Lemon;43;10;Accessories;4,88648E+14;2,34655E+14;54 rue Tiquetonne 75002 Paris France;+33 1 42 33 34 73;shopping
Allison;43;7;Women's Clothing;4885365;233813;3 rue de Buci 75006 Paris France;;shopping
Galerie Vivienne;43;23;Landmarks & Historical Buildings, Shopping Centers;4886621;233947;4 rue des Petits-champs 75002 Paris France;;shopping
Paulie and Me...;50;2;Jewelry, Accessories, Women's Clothing;4,88644E+13;2,34442E+14;68 rue Jean Jacques Rousseau 75001 Paris France;+33 6 85 94 04 34;shopping
Brocante Sophie Dupont;50;2;Antiques;4888989;23458;49 Rue Ramey 75018 Paris France;+33 1 42 54 69 30;shopping
Le Petit Prince;50;2;Bookstores, Toy Stores, Baby Gear & Furniture;48853414;2337737;8 rue Grégoire de Tours 75006 Paris France;+33 9 86 46 74 09;shopping
Topshop;50;2;Women's Clothing;488790183;23379063;Galeries Lafayette Haussmann 40 bd Haussmann 75009 Paris France;+33 1 42 82 34 56;shopping
Bazartherapy;50;2;Gift Shops, Concept Shops;488705749;23638242;15 rue Beaurepaire 75010 Paris France;+33 1 42 40 10 11;shopping
Opera Market;45;4;Grocery;4886667;233696;29 rue Petits Champs 75001 Paris France;+33 1 49 26 03 09;shopping
L'Avenir des Marques;50;2;Outlet Stores;488386497;226034;201 avenue de Versailles 75016 Paris France;;shopping
H&M;50;2;Women's Clothing, Children's Clothing, Men's Clothing;4887327;233358;1-3 rue Lafayette 75009 Paris France;+33 1 55 31 28 00;shopping
Aéroville;42;26;Shopping Centers;48991209;2521968;30 rue des Buissons 95700 Roissy-en-France France;+33 1 74 25 75 67;shopping
Episode;42;26;Used, Vintage & Consignment;4886455;2349;12-16 rue Tiquetonne 75002 Paris France;+33 1 42 61 14 64;shopping
Matières à Réflexion;42;9;Accessories, Leather Goods, Women's Clothing;4886156;236288;19 rue de Poitou 75003 Paris France;+33 1 42 72 16 31;shopping
Par'Ici;42;14;Gift Shops, Souvenir Shops;4884332;234947;52 rue Mouffetard 75005 Paris France;+33 1 43 31 79 85;shopping
Thanx God I'm A V.I.P;42;15;Used, Vintage & Consignment;4886947;236046;12 rue de Lancry 75010 Paris France;+33 1 42 03 02 09;shopping
Oh Lumière;42;5;Used, Vintage & Consignment;4886476;237718;21 Avenue République 75011 Paris France;+33 1 43 57 51 26;shopping
Guerrisol;42;5;Used, Vintage & Consignment;4888364;235102;45 boulevard de la Chapelle 75018 Paris France;+33 1 49 95 93 86;shopping
Les Grands Voisins;47;3;Arts & Entertainment, Shopping Centers, Pop-Up Restaurants;48837212;2334838;74 avenue Denfert-Rochereau 75014 Paris France;+33 7 83 76 21 00;shopping
Biba Boutique;42;6;Fashion;4885164;232704;18 Rue Sèvres 75007 Paris France;+33 1 42 22 10 14;shopping
BIS Boutique Solidaire;42;13;Thrift Stores;4886346;236625;7 bd du Temple 75003 Paris France;+33 1 44 78 11 08;shopping
COS;42;20;Men's Clothing, Women's Clothing, Children's Clothing;4885662;236062;4 rue des Rosiers 75004 Paris France;+33 1 70 70 33 90;shopping
Sophie Sacs;41;15;Leather Goods;48845512;2325755;149 rue Rennes 75006 Paris France;+33 1 45 48 00 69;shopping
Christian Louboutin;41;23;Shoe Stores, Cosmetics & Beauty Supply, Leather Goods;488626032;23405779;19 rue Jean-Jacques Rousseau 75001 Paris France;+33 1 44 82 03 88;shopping
Longchamp;41;13;Leather Goods;4885186;233036;21 rue du Vieux Colombier 75006 Paris France;+33 1 42 22 74 75;shopping
Marché Couvert Saint-Quentin;40;27;Public Markets;48876701;23548;85bis boulevard de Magenta 75010 Paris France;+33 1 48 85 93 30;shopping
Tilt Vintage Store;40;10;Used, Vintage & Consignment;488557;235941;8 rue de Rivoli 75004 Paris France;;shopping
The King of Frip;40;11;Used, Vintage & Consignment;4885655;23569399;33 rue du roi de Sicile 75004 Paris France;+33 1 42 78 33 72;shopping
Bobart' - Objets et Curiosités;50;1;Concept Shops;488597717;235063;89 rue saint martin 75004 Paris France;+33 1 72 38 19 70;shopping
La Ressourcerie;50;1;Used, Vintage & Consignment;48866414;23457808;13 rue Léopold Bellan 75002 Paris France;;shopping
Comme des Garçons Black;46;5;Women's Clothing, Men's Clothing;4886071;23614099;7 Rue du Perche 75003 Paris France;;shopping
Coup 2 coeur;50;3;Shoe Stores;488525;233657;4 rue Clement 75006 Paris France;+33 1 46 34 00 32;shopping
Si Tu Veux;50;3;Toy Stores;4886719;233942;68 galerie Vivienne 75002 Paris France;+33 1 42 60 59 97;shopping
59 Rivoli;44;32;Art Galleries, Cultural Center;488592299;234566;59 rue de Rivoli 75001 Paris France;;shopping
Diwali;44;7;Accessories, Jewelry;4885197;235629;52 rue Saint Louis en Ile 75004 Paris France;;shopping
Madeleine & Gustave;44;5;Home Decor, Concept Shops;4887055;236315;19 rue Yves Toudic 75010 Paris France;+33 1 40 38 61 02;shopping
H&M;50;2;Women's Clothing, Children's Clothing, Men's Clothing;4887327;233358;1-3 rue Lafayette 75009 Paris France;+33 1 55 31 28 00;shopping
Jacqueline Singh;50;2;Jewelry;488523961;23395536;130 boulevard Saint Germain 75006 Paris France;+33 1 43 26 50 22;shopping
Monoprix;43;8;Department Stores;4,88582E+13;2,28199E+13;18 rue de Passy 75116 Paris France;+33 1 45 20 17 52;shopping
Maisons du Monde;50;2;Home Decor;4887144;234235;5 boulevard Montmartre 75009 Paris France;;shopping
Taher Mardini;50;2;Shoe Stores, Leather Goods;488559113;23596799;14 rue du Roi de Sicile 75004 Paris France;;shopping
Size-Factory;50;2;Men's Clothing, Plus Size Fashion, Shoe Stores;488281;238054;15 rue Marie-Andrée Lagroua Weill-Hallé 75013 Paris France;+33 9 73 14 54 08;shopping
Variantes;42;13;Toy Stores;4885334;234212;29 Rue St André Des Arts 75006 Paris France;+33 1 43 26 01 01;shopping
Pigalle;42;6;Men's Clothing, Women's Clothing;4887962;233706;7 rue Henry Monnier 75009 Paris France;+33 1 48 78 59 74;shopping
Dante & Maria;47;3;Jewelry;488734852;23644246;3 rue de la Grange aux Belles 75010 Paris 10 France;+33 1 70 22 62 13;shopping
Monoprix;41;7;Department Stores;4,88695E+14;2,32674E+14;9 boulevard de la Madeleine 75001 Paris France;+33 1 42 86 61 54;shopping
Centre Commercial les Passages;40;25;Shopping Centers;4883666;2239121;5 rue Tony Garnier 92100 Boulogne-Billancourt France;+33 1 41 31 76 76;shopping
Monoprix;40;17;Grocery;4886615;236135;164 rue du Temple 75003 Paris France;+33 1 48 87 46 60;shopping
BOBBY;50;1;Used, Vintage & Consignment;4886732;234702;89 rue Réaumur 75002 Paris France;;shopping
Les Nanas d'Paname;50;1;Pop-up Shops;488607304;23504222;38 rue Quincampoix 75004 Paris France;;shopping
Superdry;50;1;Men's Clothing, Women's Clothing;4886152;234543;101 rue Berger La Canopée 75045 Paris France;+33 1 47 03 37 73;shopping
Hippy Market;40;9;Used, Vintage & Consignment;4886351;234706;3 rue de Turbigo 75001 Paris France;+33 1 44 88 27 82;shopping
Takara;50;1;Arts & Crafts, Accessories, Jewelry;4884428;229341;86 rue du Commerce 75015 Paris France;+33 1 45 32 64 52;shopping
Auguste;40;13;Restaurants, Concept Shops;4885518;237186;10 Rue St Sabin 75011 Paris 11 France;+33 1 47 00 48 20;shopping
Marques Avenue;40;5;Shopping Centers, Outlet Stores;4,89236E+14;2,33147E+14;9 quai Châtelier 93450 L'Île-Saint-Denis France;+33 1 42 43 70 20;shopping
Marché de l'Opéra;50;1;Grocery, Convenience Stores;4,88698E+14;2,33085E+13;17 rue Daunou 75002 Paris France;+33 1 40 20 42 56;shopping
Pauline Po;50;1;Fashion;488860016;23352399;6 rue Tholozé 75018 Paris France;+33 6 61 97 89 96;shopping
Blue Lemon;50;1;Accessories;488535486;23386085;65 rue Saint-André des Arts 75006 Paris France;+33 1 46 33 17 51;shopping
Lola Jones;50;1;Women's Clothing;4884613;229551;115 rue du Théâtre 75015 Paris France;+33 1 40 59 80 40;shopping
Cartier;40;14;Jewelry, Leather Goods, Watches;4886811;232971;23 place Vendôme 75001 Paris France;+33 1 70 65 38 00;shopping
Hema;40;37;Department Stores;4,88626E+14;2,34745E+14;120 rue Rambuteau 75001 Paris France;+33 1 45 08 09 27;shopping
Sandro;39;13;Women's Clothing, Men's Clothing, Accessories;4885654;236257;26 Rue Sévigné 75004 Paris France;+33 1 42 71 91 59;shopping
Marché d'Antony;39;9;Public Markets;48752532;2303689;5 rue Henri Lasson 92160 Antony France;+33 1 44 87 68 00;shopping
Monoprix;39;27;Grocery;4885095;234273;24 boulevard Saint-Michel 75006 Paris France;+33 1 44 32 05 00;shopping
Bercy Village;38;124;Shopping Centers;4,88331E+14;2,386E+14;28 rue François Truffaut 75012 Paris France;+33 825 16 60 75;shopping
Monoprix;38;26;Department Stores;4886661;233381;23 avenue de l'Opéra 75001 Paris France;+33 1 42 61 78 08;shopping
Rosny 2;38;24;Shopping Centers;4888469;2477601;Avenue du Général de Gaulle 93110 Rosny-sous-Bois France;+33 1 48 54 63 19;shopping
Les Parisettes;43;3;Gift Shops;48846971;2289269;10 rue Gramme 75015 Paris France;+33 1 75 43 23 65;shopping
Belle de jour;43;3;Antiques;4888406;23418199;7 rue Tardieu 75018 Paris France;+33 1 46 06 15 28;shopping
La Fabrique de Gepetto;43;3;Toy Stores, Gift Shops;488401875;23499926;50 rue Daubenton 75005 Paris France;+33 1 45 35 18 57;shopping
Chez Paulette;43;3;Women's Clothing, Used, Vintage & Consignment, Accessories;488712387;236833;32 rue Bichat 75010 Paris France;+33 1 42 08 92 76;shopping
Shindo;43;3;Accessories;4886593;234187;2 rue d'Aboukir 75002 Paris France;+33 1 44 88 27 56;shopping
Marché Dauphine;38;80;Flea Markets;48902333;2341987;138/140 rue des Rosiers 93400 Saint-Ouen France;+33 6 09 48 84 53;shopping
Les 4 Temps;38;99;Shopping Centers;48890703;2235639;15 parvis de la Défense 92800 Puteaux France;+33 1 47 73 17 33;shopping
Free'P'Star;38;32;Thrift Stores;4885803;235268;61 rue de la Verrerie 75004 Paris France;+33 1 42 78 00 76;shopping
Paperdolls;45;2;Women's Clothing, Accessories, Shoe Stores;4888268;233811;5 rue Houdon 75018 Paris France;+33 1 42 51 29 87;shopping
Franprix;40;4;Grocery;4886352;233466;165 rue Saint-Honoré 75001 Paris France;+33 1 40 20 11 06;shopping
Antoine et Lili;40;4;Women's Clothing;4885889;235832;51 rue des Francs Bourgeois 75004 Paris France;+33 1 42 72 26 60;shopping
Kitsuné;45;2;Coffee & Tea, Fashion;4,88804E+14;2,34132E+14;68 rue Condorcet 75009 Paris France;+33 1 45 26 11 64;shopping
Monoprix;37;30;Grocery;48848863;2297468;24 rue du Commerce 75015 Paris France;+33 1 45 79 94 86;shopping
Le 29;48;5;Bookstores, Art Galleries, Photography Stores & Services;4887503;235989;29 Rue Récollets 75010 Paris France;+33 1 40 36 78 96;arts
Grim'Art;48;8;Cards & Stationery, Leather Goods;48853468;2,33896E+14;59/61 rue Saint-André des Arts 75006 Paris France;+33 1 46 33 19 88;arts
Musée d’Orsay;46;985;Museums;4,88604E+14;2,32502E+14;1 rue de la Légion d'Honneur 75007 Paris France;+33 1 40 49 48 14;arts
Aux Arts Etc...;46;62;Cafes, Art Galleries;4,88519E+14;2,349E+14;15 quai de Montebello 75005 Paris France;+33 1 56 81 68 77;arts
Graphigro - Rougier & Plé;46;10;Framing, Cards & Stationery, Art Supplies;4,88526E+14;2,38967E+14;207 boulevard Voltaire Impasse Cité Voltaire 75011 Paris France;+33 1 43 48 23 57;arts
Ateliers d'Arts Rrose Sélavy;46;5;Art Classes, Venues & Event Spaces;4888232;233443;5 rue Fromentin 75009 Paris France;+33 1 40 23 05 95;arts
Opéra National de Paris - Palais Garnier;46;276;Landmarks & Historical Buildings, Opera & Ballet;488719444;23316667;8 rue Scribe 75009 Paris France;+33 1 71 25 24 23;arts
Musée des Arts Forains - Les Pavillons de Bercy;46;43;Museums;4883243508;23890405;53 avenue des Terroirs de France 75012 Paris France;+33 1 43 40 16 22;arts
Le Musée de Montmartre;45;28;Museums;4888771;234058;12 rue Cortot 75018 Paris France;+33 1 49 25 89 39;arts
Musée du Louvre;45;2264;Museums;4886206;2334521;Place du Carrousel 75001 Paris France;+33 1 40 20 50 50;arts
Artclub;50;3;Art Galleries;4886272;233525;172 Rue Rivoli 75001 Paris France;+33 1 47 03 42 20;arts
25-50;48;4;Wine Bars, Art Galleries;488633499;23693099;18 rue Oberkampf 75011 Paris France;+33 1 73 74 54 47;arts
Artéfact;45;10;Art Galleries, Coffee & Tea Supplies, Delicatessen;488591399;235665;23 rue des Blancs Manteaux 75004 Paris France;;arts
Montmartre;45;109;Local Flavor;48886198;2343089;75018 Paris France;;arts
